Text_ID,Text,Default_Polarity,Aspect,Source,Sarcasm,P1,P2,P3,P4,P5,P6,P7
187,Visit to the dentist and changing a flat - two of my favorite things in one morning. Talk about stars aligning!,-1,my day so far,SocialMedia,Yes,-1,-1,-1,-1,-1,-1,-1
188,Absolutely love when water is spilt on my phone. Just love it.,-1,Phone's condition,SocialMedia,Yes,-1,-1,-1,-1,-1,-1,1
189,"Post all your inside jokes over facebook, I really want to hear about them",-1,Posting inside jokes on Facebook,SocialMedia,Yes,1,-1,-1,-1,-1,-1,-1
190,Love walking through your cloud of cigarette smoke. Why buy my own pack when I can just inhale yours,-1,Indirect inhaling,SocialMedia,Yes,-1,-1,-1,-1,-1,-1,-1
191,Thanks for telling us the class catalogue was finally up for DL four days before school starts.,-1,Putting up the catalogue,SocialMedia,Yes,-1,-1,1,-1,-1,-1,1
192,absolutely LOVE coming back to work - to a day of nothing but meetings,-1,Meetings,SocialMedia,Yes,-1,-1,1,-1,1,-1,-1
193,Your perfect relationship is over ? Didn't see that one coming .,-1,Relationship,SocialMedia,Yes,-1,1,-1,-1,-1,-1,-1
194,you know what a great feeling is? getting the exfoliating beads from face wash in your eye.,-1,Face wash,SocialMedia,Yes,-1,-1,-1,1,-1,-1,-1
195,Two classes on the engineering quad. Not out of place at all.,-1,Classes,SocialMedia,Yes,-1,-1,-1,-1,1,-1,-1
196,"Oversleeping for my 9 o'clock class and chapel, then waking up with a huge migraine.",-1,Health,SocialMedia,Yes,-1,-1,-1,-1,-1,-1,-1
197,Mega shark vs giant octopus. How did this film not win an oscar?,-1,Mega shark vs giant octopus,SocialMedia,Yes,-1,1,-1,1,1,-1,-1
198,That 100 degree heat index made that one of my most enjoyable runs to date!!,-1,Today's run,SocialMedia,Yes,-1,-1,-1,-1,1,-1,-1
199,LOL getting called uneducated by someone who can't spell 'sense' or 'sentence',-1,someone,SocialMedia,Yes,-1,-1,-1,-1,-1,-1,-1
200,"Miley Cyrus quotes the Buddha. Wow, isn't she a dedicated Christian, just like she always says!",-1,Miley Cyrus,SocialMedia,Yes,-1,-1,-1,-1,1,-1,-1
201,Im glad I pay a shit ton of money to come to this school and do absolutely nothing all day.,-1,School,SocialMedia,Yes,-1,-1,-1,-1,-1,-1,-1
202,The school board's wisest budget cut has to be the one that includes new MacBook's for faculty members.,-1,School's budget cut,SocialMedia,Yes,-1,-1,-1,-1,-1,-1,1
203,"When your mom goes partying for her 40th birthday in Tunisia and you're stuck at home reading books, living the life",-1,Life,SocialMedia,Yes,1,-1,-1,-1,-1,-1,-1
204,I hate it when I don't forward a chain mail and I die the next day.,-1,Chain mails,SocialMedia,Yes,-1,-1,-1,-1,-1,-1,-1
205,Cool lets not fix the things you don't need parts for and don't tell me we need to order other parts,-1,Fixing,SocialMedia,Yes,-1,-1,-1,-1,1,-1,-1
206,I can't even describe how excited I am to go cook noodles for 3 hours.,-1,Cooking noodles,SocialMedia,Yes,-1,-1,-1,-1,1,-1,-1
207,I can't even wait to go sit at this meeting at the highschool,-1,Meetings,SocialMedia,Yes,1,-1,-1,-1,1,-1,-1
208,Going in to work for 2 hours was totally worth the 35 min drive!,-1,Drive,SocialMedia,Yes,-1,-1,-1,-1,-1,-1,-1
209,"No. Sitting in a full waiting room, wearing a three sizes too big hospital gown isn't the worst thing to happen to me today.",-1,Health,SocialMedia,Yes,1,-1,-1,-1,-1,-1,-1
210,Powering through these physics questions. Getting them all wrong in the process. Yuss!,-1,Physics,SocialMedia,Yes,-1,-1,-1,-1,-1,-1,-1
211,"Wow, kids drinking vodka in the back of the room during a lecture. You guys are classy.",-1,Kids,SocialMedia,Yes,-1,-1,-1,-1,-1,-1,-1
212,Oh u can ride ur bike with no hands? Your so impressive,-1,Your riding skills,SocialMedia,Yes,-1,-1,-1,-1,1,-1,1
213,talking about how crazy your night is going to get tonight in class makes you sound sooo cool.,-1,Talking,SocialMedia,Yes,-1,-1,-1,-1,1,-1,-1
214,Ahh don't you just love when Microsoft tells you that you're spelling your own name wrong,-1,Microsoft,SocialMedia,Yes,-1,-1,-1,-1,1,-1,-1
215,There's literally nothing to eat in my house but cheese burger hot pockets. Mmm how gourmet.,-1,cheese burger hot pockets,SocialMedia,Yes,-1,-1,-1,-1,1,-1,1
216,So glad I'm retaking physics. It's even more fun the second time around! Asian Accents are so easy to understand!,-1,Asian Accents,SocialMedia,Yes,-1,-1,-1,-1,1,-1,-1
217,"Yeah, I'm all about to marry someone serving life in prison. Makes perfect sense.",-1,My marriage plans,SocialMedia,Yes,-1,-1,-1,-1,1,-1,-1
218,its amazing how much i cant stand edinboro and its professors right now,-1,Edinboro,SocialMedia,Yes,-1,-1,-1,-1,-1,-1,-1
219,Almost got ran over today while crossing the street with the walk sign. I love people.,-1,people,SocialMedia,Yes,1,-1,-1,-1,-1,1,-1
220,Guess I'll study Art Appreciation some more & write my Ethics papers! Oh how fun!,-1,Art appreciation study,SocialMedia,Yes,1,-1,-1,-1,-1,-1,-1
221,I totally enjoy when my managers tell me I look 'hit' all the time.,-1,managers,SocialMedia,Yes,-1,-1,-1,-1,-1,-1,-1
222,Oh my. Saas-bahu serial is on its last season.I think I need a tissue,-1,Jersey Shore,SocialMedia,Yes,-1,-1,-1,-1,-1,-1,1
223,The campus police here at USI are so friendly. They left me a nice little present on my car!,-1,Police,SocialMedia,Yes,-1,-1,-1,-1,1,-1,-1
224,I love how 2 of the most disrespectful girls on the team are captains! Just Love It :),-1,Captain,SocialMedia,Yes,-1,-1,-1,-1,-1,-1,-1
225,"People protesting in favour of 'men's affairs' in front of Parliament - yes, the poor plight of the middle class white man.",-1,Protest,SocialMedia,Yes,1,1,-1,-1,-1,-1,-1
226,I love the fact my neighbors decided to move all their furniture at this time at night,-1,Neighbours,SocialMedia,Yes,-1,-1,-1,-1,-1,-1,-1
227,Being allergic to my own house is one of the greatest things ever.,-1,My house,SocialMedia,Yes,-1,-1,-1,-1,-1,-1,-1
228,Please send me more invites to get the dislike button. The first 500 were clearly not enough.,-1,Invitations,SocialMedia,Yes,-1,-1,-1,-1,-1,-1,-1
229,Thank God the Romney Campaign is really specific on their policies and don't lie to Americans straight to their face.,1,Romney Campaign,SocialMedia,Yes,-1,-1,1,1,1,1,-1
230,Glad I left you all in charge! I mean look at all that you got accomplished that we actually needed done!,-1,Your ability,SocialMedia,Yes,-1,1,-1,1,-1,-1,-1
231,"Best part of being a new mom: unwarranted, condescending advice from strangers.",-1,Being a mom,SocialMedia,Yes,-1,-1,-1,-1,-1,1,-1
232,Nothing like getting stuck babysitting! You get to watch the Disney channel all day!,-1,Baby sitting,SocialMedia,Yes,-1,-1,-1,-1,1,-1,-1
233,Stay up till 2AM to talk to you for 30 seconds how sweet of you!,-1,You,SocialMedia,Yes,-1,-1,-1,-1,1,-1,-1
234,"Took sleeping meds 3 hours ago, glad to see they're working !!",1,Sleeping medicines,SocialMedia,Yes,1,-1,1,-1,1,1,-1
235,My first head cold in I don't remember how long. Which is awesome timing as I have so much energy to spare!,-1,Cold,SocialMedia,Yes,1,-1,-1,-1,-1,-1,-1
236,"Breaking news: After the excitement of finishing filing all the B's yesterday, today I start on the C's. Work is so exciting!",-1,Work,SocialMedia,Yes,-1,-1,-1,-1,1,-1,-1
237,"Feels great when I can't sleep, especially when all I want to do is talk to you.",-1,Feeling,SocialMedia,Yes,1,-1,-1,-1,-1,-1,1
238,"Haven't been able to sleep, so I've been playing Words With Friends and Angry Birds all night. What a thrilling life I lead.",-1,Life,SocialMedia,Yes,1,-1,-1,-1,-1,-1,-1
239,It's nice to wake up to my mom cursing at my sister at 5:30 in the morning. Just freaking marvelous.,-1,Mom,SocialMedia,Yes,-1,-1,-1,1,1,-1,-1
240,"Forgot to bring my headphones to the gym this morning, the music they play in this gym pumps me up soo much!",-1,Music in the Gym,SocialMedia,Yes,1,1,-1,-1,-1,-1,1
241,I love when my A/C decides to start making high pitch screeching noises in the middle of the night. Didn't scare me at all,-1,A/C,SocialMedia,Yes,-1,-1,1,-1,-1,-1,-1
242,If I ever need a brain transplant I'd choose yours because I'd want a brain that had never been used,-1,Your brain,SocialMedia,Yes,-1,-1,-1,-1,-1,-1,-1
243,"Oh yes, I live for them, seriously! It's so nice when you get called fat on a daily basis, isn't it?",-1,They,SocialMedia,Yes,-1,-1,-1,-1,-1,-1,-1
244,"Wet, foggy, and dark, sounds like a good combination of driving weather",-1,Weather,SocialMedia,Yes,-1,-1,-1,-1,-1,-1,-1
245,I love when i'm running late and other drivers want to drive the speed limit!!,-1,Other drivers,SocialMedia,Yes,1,-1,-1,-1,-1,-1,-1
246,you must be a redneck if your TweetHasTag profile pic is you with a cowboy hat on.,-1,Wearing cowboy hat,SocialMedia,Yes,-1,-1,-1,-1,-1,-1,-1
247,Yeah my thumb's fine thanks mom and I'm so happy that you feel going for a walk is more important than preparing me for sixth form.,-1,Mom,SocialMedia,Yes,-1,-1,-1,-1,1,-1,-1
248,Nothing like the smell of browning ground beef at 6:45 in the morning.,-1,Smell,SocialMedia,Yes,-1,-1,1,-1,-1,-1,-1
249,Going to enjoy listening to the same 5 songs on the radio on the way to Sudbury,-1,Radio,SocialMedia,Yes,-1,-1,-1,-1,1,1,1
250,Just love it when my guys clean their desks and put all that paper in their out boxes for me to deal with.,-1,Cleaning habbit of others,SocialMedia,Yes,-1,-1,1,-1,-1,-1,-1
251,"Thanks a lot, Hotmail, for blocking me from my own account. So helpful!",-1,Hotmail,SocialMedia,Yes,-1,-1,-1,-1,-1,-1,-1
252,I just love getting a random schedule change and not even knowing about it!,-1,Rescheduling,SocialMedia,Yes,1,-1,-1,-1,-1,-1,-1
253,"Bronchitis, eat infection and a fever. Makes for a great start to my labor day weekend",-1,Weekend,SocialMedia,Yes,-1,-1,-1,-1,-1,-1,-1
254,I love the sight of media trucks rolling up to campus on a Friday morning,-1,Media trucks,SocialMedia,Yes,1,-1,-1,-1,-1,-1,-1
255,"I purchased this product 4.47 Billion Years ago and when I opened it today, it was half empty.",-1,Product delivery,http://www.themarysue.com/funny-amazon-reviews/,Yes,-1,1,-1,-1,-1,-1,-1
256,"Actually, all of the reviews for this are serious, because this is a serious book. Be afraid.",-1,Book,http://www.themarysue.com/funny-amazon-reviews/,Yes,-1,-1,-1,-1,1,-1,-1
257,My 13-year old wife complain that I wear my mankini swim-suit too much. Like when I go for store to get ice cream. She is jelous!,-1,Mankini swimsuit,http://www.themarysue.com/funny-amazon-reviews/,Yes,-1,-1,-1,-1,-1,-1,-1
258,Everyone who comes to my apartment and reads this book dies laughing. Now all my friends are dead.,-1,Book,http://www.themarysue.com/funny-amazon-reviews/,Yes,-1,1,-1,-1,1,-1,1
259,"Unfortunately I already had this exact picture tattooed on my chest, but this shirt is very useful in colder weather.",1,shirt,http://www.dailyedge.ie/funny-amazon-reviews-2-1039869-Aug2013/,Yes,1,1,-1,1,-1,1,1
260,"I had a two-wolf shirt for a while and I didnt think life could get any better. I was wrong. Life got 50% better, no lie",1,shirt,http://www.dailyedge.ie/funny-amazon-reviews-2-1039869-Aug2013/,Yes,-1,1,1,-1,1,1,1
261,It was only after it arrived that I looked closely at the title and realised it said How to Avoid Huge SHIPS. A simple error that means I am still treading on massive examples of canine excrement.,-1,Book,http://www.dailyedge.ie/funny-amazon-reviews-2-1039869-Aug2013/,Yes,-1,-1,-1,1,1,-1,-1
262,The best thing about this pen? It looks so stylish tucked behind my ear while Im perched on the corner of my boss desk flirting with him.,-1,Pen,http://www.dailyedge.ie/funny-amazon-reviews-2-1039869-Aug2013/,Yes,1,1,-1,-1,-1,-1,-1
263,"A great read. Captivating. I couldnt put it down. I would have given it five stars, but sadly there were too many distracting typos. For example: the title.",1,Book,http://www.dailyedge.ie/funny-amazon-reviews-2-1039869-Aug2013/,Yes,1,1,1,-1,-1,1,-1
264,"God Himself could not record as good a greatest hits album like this, and if He were to listen to all 17 tracks on this compilation, He would refrain from striking me down for blasphemy.",1,Album,http://www.dailyedge.ie/funny-amazon-reviews-2-1039869-Aug2013/,Yes,-1,-1,1,-1,1,1,1
265,The acting is fine but the script is about as interesting as a recording of conversations at the wal-mart checkout line .,-1,script,Amazon Movie Corpus,Yes,-1,-1,-1,-1,1,-1,-1
266,"[Schweiger is] talented and terribly charismatic , qualities essential to both movie stars and social anarchists .",1,Actor,Amazon Movie Corpus,Yes,-1,1,1,1,1,1,1
267,An incredibly narrow in-joke targeted to the tiniest segment of an already obscure demographic .,-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,-1,-1,-1,-1
268,"If the last man were the last movie left on earth , there would be a toss-up between presiding over the end of cinema as we know it and another night of delightful hand shadows .",-1,Movie,Amazon Movie Corpus,Yes,1,-1,-1,-1,-1,-1,-1
269,It all looks and plays like a $40 million version of a game you're more likely to enjoy on a computer .,-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,-1,-1,-1,-1
270,"It's tommy's job to clean the peep booths surrounding her , and after viewing this one , you'll feel like mopping up , too .",-1,Movie,Amazon Movie Corpus,Yes,-1,1,-1,-1,-1,-1,-1
271,So riddled with unanswered questions that it requires gargantuan leaps of faith just to watch it plod along .,-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,-1,1,-1,-1
272,Polished korean political-action film is just as good -- and bad -- as hollywood action epics . is this progress ?,-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,-1,-1,-1,-1
273,"Astonishing isn't the word -- neither is incompetent , incoherent or just plain crap . indeed , none of these words really gets at the very special type of badness that is deuces wild .",-1,Movie,Amazon Movie Corpus,Yes,-1,-1,1,-1,-1,-1,-1
274,Haynes has so fanatically fetishized every bizarre old-movie idiosyncrasy with such monastic devotion you're not sure if you should applaud or look into having him committed .,-1,"Haynes, the director",Amazon Movie Corpus,Yes,1,-1,-1,-1,-1,-1,-1
275,"A movie more to be prescribed than recommended -- as visually bland as a dentist's waiting room , complete with soothing muzak and a cushion of predictable narrative rhythms .",-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,-1,1,-1,-1
276,A frisky and fresh romantic comedy exporing sexual politics and the challenges of friendships between women .,1,Movie,Amazon Movie Corpus,Yes,1,1,1,1,1,1,1
277,A movie for 11-year-old boys with sports dreams of their own and the preteen girls who worship lil' bow wow .,1,Movie,Amazon Movie Corpus,Yes,-1,1,-1,1,1,1,1
278,"'charly' will divide its audience in two separate groups , those reaching for more tissues and those begging for mercy . . .",-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,-1,-1,-1,-1
279,"Here's a british flick gleefully unconcerned with plausibility , yet just as determined to entertain you .",1,Movie,Amazon Movie Corpus,Yes,1,-1,1,1,1,-1,-1
280,It's like an all-star salute to disney's cheesy commercialism .,-1,Movie,Amazon Movie Corpus,Yes,-1,-1,1,-1,-1,-1,1
281,"Though this film can be clumsy , its ambitions are equally -- and admirably -- uncommercial .",-1,Movie,Amazon Movie Corpus,Yes,-1,-1,1,1,-1,1,-1
282,It's the type of stunt the academy loves : a powerful political message stuffed into an otherwise mediocre film .,-1,Movie,Amazon Movie Corpus,Yes,1,-1,-1,1,1,-1,-1
283,It's everything you don't go to the movies for .,-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,-1,-1,-1,-1
284,"If you're not into the pokemon franchise , this fourth animated movie in four years won't convert you -- or even keep your eyes open . but fans should have fun meeting a brand-new pokemon called celebi .",-1,Movie,Amazon Movie Corpus,Yes,-1,-1,1,-1,1,-1,-1
285,"It is that rare combination of bad writing , bad direction and bad acting -- the trifecta of badness .",-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,-1,-1,-1,-1
286,"An erotic thriller that's neither too erotic nor very thrilling , either .",-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,-1,1,1,-1
287,"See clockstoppers if you have nothing better to do with 94 minutes . but be warned , you too may feel time has decided to stand still . or that the battery on your watch has died .",-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,-1,-1,1,-1
288,The only thing i laughed at were the people who paid to see it .,-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,-1,-1,-1,-1
289,Sitting through the last reel ( spoiler alert ! ) is significantly less charming than listening to a four-year-old with a taste for exaggeration recount his halloween trip to the haunted house .,-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,-1,1,-1,-1
290,One can only assume that the jury who bestowed star hoffman's brother gordy with the waldo salt screenwriting award at 2002's sundance festival were honoring an attempt to do something different over actually pulling it off,-1,Movie,Amazon Movie Corpus,Yes,-1,-1,1,-1,-1,-1,-1
291,It is best appreciated as an immersion in a three-dimensional toyland outfitted with enough whimsical gadgetry to fill a thousand playrooms .,-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,1,1,-1,-1
292,"Children may not understand everything that happens -- i'm not sure even miyazaki himself does -- but they will almost certainly be fascinated , and undoubtedly delighted .",1,Movie,Amazon Movie Corpus,Yes,1,-1,1,-1,1,1,1
293,"About as enjoyable , i would imagine , as searching for a quarter in a giant pile of elephant feces . . . positively dreadful .",-1,Movie,Amazon Movie Corpus,Yes,1,-1,-1,1,-1,-1,-1
294,Bullock does a good job here of working against her natural likability .,-1,Movie,Amazon Movie Corpus,Yes,-1,1,-1,-1,-1,-1,1
295,"Half of it is composed of snappy patter and pseudo-sophisticated cultural observations , while the remainder . . . would be more at home on a daytime television serial .",-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,-1,-1,-1,-1
296,Only those most addicted to film violence in all its forms will find anything here to appreciate .,-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,-1,-1,-1,-1
297,[anderson] uses a hit-or-miss aesthetic that hits often enough to keep the film entertaining even if none of it makes a lick of sense .,-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,-1,-1,1,1
298,"You wouldn't call the good girl a date movie ( an anti-date movie is more like it ) , but when it's good , it's good and horrid .",-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,-1,-1,1,1
299,"What with all the blanket statements and dime-store ruminations on vanity , the worries of the rich and sudden wisdom , the film becomes a sermon for most of its running time .",-1,Movie,Amazon Movie Corpus,Yes,-1,-1,1,-1,-1,-1,-1
300,"By the time you reach the finale , you're likely wondering why you've been watching all this strutting and posturing .",-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,-1,-1,-1,-1
301,You don't have to be an especially tough grader to give a charitable b-minus to the emperor's club .,-1,Movie,Amazon Movie Corpus,Yes,1,-1,-1,-1,1,-1,-1
302,"You may think you have figured out the con and the players in this debut film by argentine director fabian bielinsky , but while you were thinking someone made off with your wallet .",-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,-1,1,-1,-1
303,"It's not like having a real film of nijinsky , but at least it's better than that eponymous 1980 biopic that used soap in the places where the mysteries lingered .",-1,Movie,Amazon Movie Corpus,Yes,-1,-1,1,-1,-1,1,1
304,Putting the primitive murderer inside a high-tech space station unleashes a pandora's box of special effects that run the gamut from cheesy to cheesier to cheesiest .,-1,Movie,Amazon Movie Corpus,Yes,1,-1,-1,-1,1,-1,1
305,"Directed without the expected flair or imagination by hong kong master john woo , windtalkers airs just about every cliche in the war movie compendium across its indulgent two-hour-and-fifteen-minute length .",-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,-1,1,-1,-1
306,"As spent screen series go , star trek : nemesis is even more suggestive of a 65th class reunion mixer where only eight surviving members show up -- and there's nothing to drink .",-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,-1,-1,1,-1
307,"Confusion is one of my least favourite emotions , especially when i have to put up with 146 minutes of it .",-1,Movie,Amazon Movie Corpus,Yes,1,-1,-1,-1,-1,-1,-1
308,Australian actor/director john polson and award-winning english cinematographer giles nuttgens make a terrific effort at disguising the obvious with energy and innovation .,-1,Movie,Amazon Movie Corpus,Yes,-1,1,-1,-1,-1,-1,-1
309,"Singer/composer bryan adams contributes a slew of songs - a few potential hits , a few more simply intrusive to the story - but the whole package certainly captures the intended , er , spirit of the piece .",1,Movie,Amazon Movie Corpus,Yes,1,-1,-1,1,1,1,1
310,"Eventually , they will have a showdown , but , by then , your senses are as mushy as peas and you don't care who fires the winning shot .",-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,-1,-1,-1,-1
311,"It's not a great monster movie . but if you've paid a matinee price and bought a big tub of popcorn , there's guilty fun to be had here . chomp chomp !",-1,Movie,Amazon Movie Corpus,Yes,-1,-1,1,-1,-1,-1,-1
312,"Peralta's mythmaking could have used some informed , adult hindsight .",-1,Movie,Amazon Movie Corpus,Yes,1,-1,-1,1,-1,-1,-1
313,"Kids who are into this thornberry stuff will probably be in wedgie heaven . anyone else who may , for whatever reason , be thinking about going to see this movie is hereby given fair warning .",-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,-1,1,-1,-1
314,'sophisticated' viewers who refuse to admit that they don't like it will likely call it 'challenging' to their fellow sophisticates .,-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,-1,1,-1,-1
315,"The film's 45-minute running time stops shy of overkill , though viewers may be more exhausted than the athletes onscreen .",-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,-1,-1,-1,-1
316,"Despite suffering a sense-of-humour failure , the man who wrote rocky does not deserve to go down with a ship as leaky as this .",-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,-1,1,-1,-1
317,Manages to fall closer in quality to silence than to the abysmal hannibal .,-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,-1,-1,-1,1
318,"It's rare to see a movie that takes such a speedy swan dive from "" promising "" to "" interesting "" to "" familiar "" before landing squarely on "" stupid "" .",-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,-1,1,-1,-1
319,Plays less like a coming-of-age romance than an infomercial .,-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,-1,-1,-1,-1
320,So relentlessly wholesome it made me want to swipe something .,-1,Movie,Amazon Movie Corpus,Yes,-1,-1,1,1,-1,-1,-1
321,"I've had more interesting -- and , dare i say , thematically complex -- bowel movements than this long-on-the-shelf , point-and-shoot exercise in gimmicky crime drama .",-1,Movie,Amazon Movie Corpus,Yes,-1,-1,1,1,1,-1,-1
322,Brady achieves the remarkable feat of squandering a topnotch foursome of actors . . . by shoving them into every cliched white-trash situation imaginable .,-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,-1,-1,-1,-1
323,Watching the film is like reading a times portrait of grief that keeps shifting focus to the journalist who wrote it .,-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,-1,-1,-1,1
324,"Guy gets girl , guy loses girl , audience falls asleep .",-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,-1,1,-1,-1
325,Really does feel like a short stretched out to feature length .,-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,-1,-1,-1,-1
326,Irwin and his director never come up with an adequate reason why we should pay money for what we can get on television for free .,-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,-1,-1,-1,-1
327,What you end up getting is the vertical limit of surfing movies - memorable stunts with lots of downtime in between .,-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,1,-1,-1,-1
328,"It wraps up a classic mother/daughter struggle in recycled paper with a shiny new bow and while the audience can tell it's not all new , at least it looks pretty .",1,Movie,Amazon Movie Corpus,Yes,-1,1,-1,-1,1,1,1
329,"Almost nothing else -- raunchy and graphic as it may be in presentation -- is one-sided , outwardly sexist or mean-spirited . and in a sense , that's a liability .",-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,-1,-1,-1,-1
330,A generic international version of a typical american horror film .,-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,1,-1,-1,-1
331,The perfect film for those who like sick comedies that can be snide .,-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,-1,-1,-1,-1
332,Your stomach for heaven depends largely on your appetite for canned corn .,-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,-1,-1,1,1
333,"The film takes the materials of human tragedy and dresses them in lovely costumes , southern california locations and star power .",-1,Movie,Amazon Movie Corpus,Yes,1,-1,-1,-1,-1,1,1
334,"The seaside splendor and shallow , beautiful people are nice to look at while you wait for the story to get going .",-1,Movie,Amazon Movie Corpus,Yes,1,-1,-1,-1,1,1,-1
335,The kind of movie you see because the theater has air conditioning .,-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,-1,-1,-1,1
336,About the only thing to give the movie points for is bravado -- to take an entirely stale concept and push it through the audience's meat grinder one more time .,-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,-1,-1,1,-1
337,"Not a bad choice here , assuming that . . . the air-conditioning in the theater is working properly .",-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,-1,1,1,-1
338,One scene after another in this supposedly funny movie falls to the floor with a sickening thud .,-1,Movie,Amazon Movie Corpus,Yes,1,-1,-1,-1,-1,-1,-1
339,Feels like a cold old man going through the motions .,-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,-1,-1,-1,-1
340,The film ultimately offers nothing more than people in an urban jungle needing other people to survive . . .,-1,Movie,Amazon Movie Corpus,Yes,-1,-1,-1,-1,-1,-1,-1
341,Calling you an idiot would be an insult to all stupid people.,-1,You,www.funcage.com/blog/top-100-funniest-one-liners/#ixzz3RiokCRHP,Yes,-1,-1,-1,-1,-1,-1,-1
342,"I want to die peacefully in my sleep, like my grandfather.. Not screaming and yelling like the passengers in his car.",-1,Passenger,www.funcage.com/blog/top-100-funniest-one-liners/#ixzz3RiokCRHP,Yes,-1,-1,1,-1,-1,-1,-1
343,We live in a society where pizza gets to your house before the police.,-1,Police,www.funcage.com/blog/top-100-funniest-one-liners/#ixzz3RiokCRHP,Yes,-1,-1,1,-1,-1,-1,-1
344,Light travels faster than sound. This is why some people appear bright until you hear them speak.,-1,Some people,www.funcage.com/blog/top-100-funniest-one-liners/#ixzz3RiokCRHP,Yes,-1,-1,-1,-1,-1,-1,-1
345,If I agreed with you wed both be wrong.,-1,Your argument,www.funcage.com/blog/top-100-funniest-one-liners/#ixzz3RiokCRHP,Yes,1,-1,-1,-1,-1,-1,-1
346,"Politicians and diapers have one thing in common. They should both be changed regularly, and for the same reason.",-1,Politicians,www.funcage.com/blog/top-100-funniest-one-liners/#ixzz3RiokCRHP,Yes,-1,-1,-1,-1,-1,-1,-1
347,"A bus station is where a bus stops. A train station is where a train stops. On my desk, I have a work station..",-1,Work,www.funcage.com/blog/top-100-funniest-one-liners/#ixzz3RiokCRHP,Yes,-1,-1,-1,-1,-1,-1,-1
348,I didnt fight my way to the top of the food chain to be a vegetarian,-1,Vegetarian,www.funcage.com/blog/top-100-funniest-one-liners/#ixzz3RiokCRHP,Yes,-1,-1,1,-1,-1,-1,-1
349,"How is it one careless match can start a forest fire, but it takes a whole box to start a campfire?",-1,Campfire,www.funcage.com/blog/top-100-funniest-one-liners/#ixzz3RiokCRHP,Yes,-1,1,-1,-1,-1,-1,-1
350,"A bank is a place that will lend you money, if you can prove that you dont need it.",-1,Bank,www.funcage.com/blog/top-100-funniest-one-liners/#ixzz3RiokCRHP,Yes,1,-1,-1,-1,-1,-1,-1
351,"We are no experts in photography and this camera is just what we needed, easy to use. The auto mode is fantastic... always good pictures (for the non-expert users, at least).The close-up mode is a very good feature, too.",1,Camera,SocialMedia,No,-1,1,1,1,1,1,1
352,I bought this as a gift for my boyfriend who is an amateur photographer.  He is happy with the camera.  We are still discovering all the different settings.So far so good!,1,Camera,SocialMedia,No,1,1,1,-1,1,1,1
353,"Esta camara toma fotos de imagen ntida. Es fcil de portar por su tamano y peso y, como siempre, la calidad Sony es la mejor garanta.",-1,Camera,SocialMedia,No,-1,1,1,-1,-1,1,-1
354,"This is and incredible camera, the resolution is excelent and the zoom is really good too. The menu is a little difficult to master at first, but once you do, it becomes incredibly easy",1,Camera,SocialMedia,No,1,1,1,1,1,1,1
